aabbbabbabaabaa aabaaaabbabaabb
aababbbabbbbbbb abaaababbbbbaba
abaaababbbbbaba aaababbabbbabab
aaababbabbbabab aaababaabababba
aaababaabababba abababababaaaab
abababababaaaab aababababbbaaab
aababababbbaaab abaabaabbbbbbba
abaabaabbbbbbba aabababbaaaaaab
aabababbaaaaaab aabaaabbabaaaab
aabaaabbabaaaab aabbaaaaabbabaa
aabbaaaaabbabaa aabbabbaaaaabab
aabbabbaaaaabab aaabbbbbaabbbaa
aaabbbbbaabbbaa abaabbabbabaaba
abaabbabbabaaba aabaabbbbaabaab
aabaabbbbaabaab aabbbabbbbabbbb
aabbbabbbbabbbb aabbbbbaabbbbab
aabbbbbaabbbbab ababbabbbabbbbb
ababbabbbabbbbb aabbbaababababa
aabbbaababababa aaaaaaabaaabaab
aaaaaaabaaabaab abababbaaabbaba
abababbaaabbaba aaabbbabaaaaabb
aaabbbabaaaaabb abaabbaabbabaaa
abaabbaabbabaaa aababbabbbbaaab
aababbabbbbaaab abaabaaabaaaaab
abaabaaabaaaaab aaaaabbbaaaabaa
aaaaabbbaaaabaa aabbabaaaaaabba
aabbabaaaaaabba aabbaaabaabaaaa
aabbaaabaabaaaa abaabbbaaaaabba
abaabbbaaaaabba aaaababaababbab
aaaababaababbab ababbabaaaaaaba
ababbabaaaaaaba aaaabbaabbbbaaa
aaaabbaabbbbaaa aaabababbbabaaa
aaabababbbabaaa abaabbaabbaaaaa
abaabbaabbaaaaa aabbbbaabaaabbb
aabbbbaabaaabbb aabababbabbbbab
aabababbabbbbab aababbbbbbbbaba
aababbbbbbbbaba aabaabaabaaabaa
aabaabaabaaabaa aabbabbbbaababa
aabbabbbbaababa abaabbaaaababbb
abaabbaaaababbb aabbaabaaaaabbb
aabbaabaaaaabbb aaabaabbbbbbbbb
aaabaabbbbbbbbb abaaabbbbaaaaba
abaaabbbbaaaaba ababababbbabbab
ababababbbabbab aaaabbaabaabbab
aaaabbaabaabbab aabababbababbaa
aabababbababbaa aabaabbbbbbbaba
aabaabbbbbbbaba aaabaabbababbba
aaabaabbababbba aaaabbbababbbab
aaaabbbababbbab abaababaaabaaba
abaababaaabaaba abaababaaabbbab
abaababaaabbbab aaaaababbbabbba
aaaaababbbabbba aababaabaababaa
aababaabaababaa aaabaaaabbbbbba
aaabaaaabbbbbba aabababbaabbaaa
aabababbaabbaaa aaaaabbbbbbbabb
aaaaabbbbbbbabb ababaaabaaaabbb
ababaaabaaaabbb aabaaabbabbbbab
aabaaabbabbbbab ababaabaabaaaab
ababaabaabaaaab aaaabbbabbaabaa
aaaabbbabbaabaa aaabbaabbaaaabb
aaabbaabbaaaabb abaabbababaabbb
abaabbababaabbb aabaababbbaabba
aabaababbbaabba aababaaabbbbabb
aababaaabbbbabb aaaaababaabaaab
aaaaababaabaaab ababbaaabaaaaaa
ababbaaabaaaaaa aaabbaaabbbbaaa
aaabbaaabbbbaaa aababaabaabbaba
aababaabaabbaba aabaaabbababbbb
aabaaabbababbbb aaabaaabaabbaab
aaabaaabaabbaab ababaaaabaaaaba
ababaaaabaaaaba aaaabaabbababba
aaaabaabbababba aababbbbbbaaaaa
aababbbbbbaaaaa aaaababaabbbbaa
aaaababaabbbbaa abaababbbbbaaaa
abaababbbbbaaaa aaaabbaabbaabbb
aaaabbaabbaabbb aaabaaababaaaab
aaabaaababaaaab abaabbbababbaba
abaabbbababbaba aaababbabaababa
aaababbabaababa abaaaabbbbbabba
abaaaabbbbbabba aaaaaabababbbaa
aaaaaabababbbaa aababbaaaaaabbb
aababbaaaaaabbb aaaaaaabbaababb
aaaaaaabbaababb aaaaaaaabbbaabb
aaaaaaaabbbaabb aabbabbabbabaab
aabbabbabbabaab aaaabbbbbabbbab
aaaabbbbbabbbab ababaaabbabbaba
ababaaabbabbaba aabbbaaabababbb
aabbbaaabababbb ababbabaaabbbba
ababbabaaabbbba aaababbababaabb
aaababbababaabb aaaabbaabaaaaab
aaaabbaabaaaaab aaaaabaababbabb
aaaaabaababbabb aabaaabbaaaaaab
aabaaabbaaaaaab aabbbbaaaabbaba
aabbbbaaaabbaba aaaaabaabaabaaa
aaaaabaabaabaaa aaaaabbaababaaa
aaaaabbaababaaa abaabbaaaaabaaa
abaabbaaaaabaaa abaabaaabaabaaa
abaabaaabaabaaa aaabbbbbbbabaaa
aaabbbbbbbabaaa ababaabaaaaabab
ababaabaaaaabab ababbaababbabaa
ababbaababbabaa aabbbabbaaaabbb
aabbbabbaaaabbb abababbababaabb
abababbababaabb aababaabbbababb
aababaabbbababb aabaabaababbabb
aabaabaababbabb abaabbbbaababab
abaabbbbaababab ababababbbbbaaa
ababababbbbbaaa aaabbbbaaabaaba
aaabbbbaaabaaba abaabbbbabaaaab
abaabbbbabaaaab aaabbaababbaaab
aaabbaababbaaab abaabaaaaababab
abaabaaaaababab aababbabaaaabbb
aababbabaaaabbb aaaabbababbbbaa
aaaabbababbbbaa ababaaaabbbabbb
ababaaaabbbabbb ababbaabaabbbaa
ababbaabaabbbaa aaababbbabbbbba
aaababbbabbbbba abababbababbbbb
abababbababbbbb ababbaaaababbba
ababbaaaababbba aabbbbbabababbb
aabbbbbabababbb aabbbabbababaaa
aabbbabbababaaa abaaabaaaababaa
abaaabaaaababaa aaabaabbabbaaba
aaabaabbabbaaba aaabbaabbbbaaba
aaabbaabbbbaaba aabaabbbaabbabb
aabaabbbaabbabb aaaabababbaabbb
aaaabababbaabbb aaabbbabbbaaabb
aaabbbabbbaaabb aabbbbaaaaabbbb
aabbbbaaaaabbbb ababaabbaababab
ababaabbaababab aaaabbabbaaabab
aaaabbabbaaabab aabbabbbaaabbbb
aabbabbbaaabbbb ababaaabbbbbaab
ababaaabbbbbaab aaaabbaaabababa
aaaabbaaabababa aabbabbbbaaabbb
aabbabbbbaaabbb aabababbbbbaabb
aabababbbbbaabb aabaaabbbbabaab
aabaaabbbbabaab aabaabbababaabb
aabaabbababaabb aaabbababababbb
aaabbababababbb ababbbababbaaaa
ababbbababbaaaa aaaaaabbaaaaabb
aaaaaabbaaaaabb aaaaaababaabbaa
aaaaaababaabbaa aabaabababbabaa
aabaabababbabaa aaabbabbbbaabab
aaabbabbbbaabab aaabaababbaaaaa
aaabaababbaaaaa abaaaaaabaabbab
abaaaaaabaabbab ababaabbbbaaaab
ababaabbbbaaaab aaaaaabbaabaaaa
aaaaaabbaabaaaa aaaaaaabababbab
aaaaaaabababbab abaaabbababaaba
abaaabbababaaba ababbaabbaabaaa
ababbaabbaabaaa aabbbbaaaababab
aabbbbaaaababab abaabaababbaabb
abaabaababbaabb aababaabaabaabb
aababaabaabaabb aaabaabbaaabbbb
aaabaabbaaabbbb abaababbbaaabbb
abaababbbaaabbb aaabbbbaababbab
aaabbbbaababbab ababaabaabbbbbb
ababaabaabbbbbb aaaaaaabbbaabab
aaaaaaabbbaabab abaabaaaaabbbaa
abaabaaaaabbbaa aaaababaabbbbab
aaaababaabbbbab abababababbbaba
abababababbbaba ababbabaaaabaaa
ababbabaaaabaaa abaaaabaabbbaaa
abaaaabaabbbaaa ababbaabbbbbaba
ababbaabbbbbaba aaabbbbbaaaaabb
aaabbbbbaaaaabb aabbabbbbbabbbb
aabbabbbbbabbbb aaaabbbbabbabaa
aaaabbbbabbabaa aababbbabababbb
aababbbabababbb aaaabbababbaabb
aaaabbababbaabb abaababbaaababb
abaababbaaababb aabbbbababbbabb
aabbbbababbbabb aaabbaabbbabaab
aaabbaabbbabaab aabbbbbbababaab
aabbbbbbababaab aaababaaabbbbba
aaababaaabbbbba aaababbbbababab
aaababbbbababab aababaaabaaaaba
aababaaabaaaaba aaabaabababbbab
aaabaabababbbab ababbbabaababbb
ababbbabaababbb aabbaabbaababbb
aabbaabbaababbb aabbabbbaabaaba
aabbabbbaabaaba aabbbbababaaaab
aabbbbababaaaab ababbaabbabbabb
ababbaabbabbabb ababbabaaabbbaa
ababbabaaabbbaa abababaabbbbaba
abababaabbbbaba abababaabbbbaab
abababaabbbbaab aaaaaabbaaabbba
aaaaaabbaaabbba aaababbaaababab
aaababbaaababab aababbaaabaaaaa
aababbaaabaaaaa aabbbbaaaaabaaa
aabbbbaaaaabaaa aaabbaaaaababba
aaabbaaaaababba aaaaaabaabbaaaa
aaaaaabaabbaaaa abaabaababbaaab
abaabaababbaaab aabbbaaabbbbbbb
aabbbaaabbbbbbb aaaaaaababbabba
aaaaaaababbabba aaaababbaabbbab
aaaababbaabbbab aabababbabaabbb
aabababbabaabbb aabbaababaabbaa
aabbaababaabbaa abababbbbabbbba
abababbbbabbbba abaabbbabaabaab
abaabbbabaabaab abaabbaaabababa
abaabbaaabababa abaabbbaaababbb
abaabbbaaababbb aaaaabaabaabbba
aaaaabaabaabbba aaabbbaabaaabbb
aaabbbaabaaabbb ababbabbabbabab
ababbabbabbabab aabababbbababba
aabababbbababba aababaabbabaabb
aababaabbabaabb aaabbabbbbbaaab
aaabbabbbbbaaab ababbabbaabaaba
ababbabbaabaaba aaaaababababbaa
aaaaababababbaa aabaababaaaabab
aabaababaaaabab aaababaabbbbabb
aaababaabbbbabb ababaabaaaaaabb
ababaabaaaaaabb aaabaabbaaabaaa
aaabaabbaaabaaa aaabbaabbababbb
aaabbaabbababbb ababaaaaabaaaba
ababaaaaabaaaba ababaaabbbbaaba
ababaaabbbbaaba abaaabaaababbbb
abaaabaaababbbb aabbaabbababaaa
aabbaabbababaaa aaababaaaaabbbb
aaababaaaaabbbb aaabbbbaaaabaab
aaabbbbaaaabaab aaaabaaabaaaabb
aaaabaaabaaaabb aaabbbaabaaabaa
aaabbbaabaaabaa abaabbbaababaab
abaabbbaababaab aabaaababbaabbb
aabaaababbaabbb abaabbbaababbab
abaabbbaababbab aabbaaaabbbbaaa
aabbaaaabbbbaaa aabbaabababbbaa
aabbaabababbbaa aaaaabbabbbbbba
aaaaabbabbbbbba aabbbaaaaabaabb
aabbbaaaaabaabb aabaaabbbbaaaba
aabaaabbbbaaaba aabbbaabbabbaaa
aabbbaabbabbaaa abaaabaaabaabab
abaaabaaabaabab aaaabaabbbaaaba
aaaabaabbbaaaba abaababbbbbbabb
abaababbbbbbabb aabbaaaababbbaa
aabbaaaababbbaa aababaaaabaabaa
aababaaaabaabaa aaaaababbabbbaa
aaaaababbabbbaa aaaabbbbbbbbbab
aaaabbbbbbbbbab abababbbbabbbab
abababbbbabbbab ababbaabaaaabaa
ababbaabaaaabaa aabaaabaaabbbaa
aabaaabaaabbbaa aaababababbabab
aaababababbabab aaabaaaaaaaabbb
aaabaaaaaaaabbb abaaaaaaaabbaab
abaaaaaaaabbaab aababbaaababaab
aababbaaababaab aaabaabbbaaabba
aaabaabbbaaabba aabbabbbabbbaab
aabbabbbabbbaab aaabaaabbbaaaba
aaabaaabbbaaaba ababbababababaa
ababbababababaa aaaabbbbbbbbaba
aaaabbbbbbbbaba aabababaabbbbaa
aabababaabbbbaa aaabbaaaaaabbba
aaabbaaaaaabbba aabbaaaaabbbbba
aabbaaaaabbbbba aabaaaabbbaaaba
aabaaaabbbaaaba abaaaaabbbbbaaa
abaaaaabbbbbaaa aaabbaabababbaa
aaabbaabababbaa abababaabbbabaa
abababaabbbabaa aabbabbabbbbaaa
aabbabbabbbbaaa aaabaaabaaababb
aaabaaabaaababb aaaaaaababbbbbb
aaaaaaababbbbbb aabbbabbabbbaaa
aabbbabbabbbaaa aabaabbbaaaaaaa
aabaabbbaaaaaaa aaabbabaabababb
aaabbabaabababb abaabaaaaaaaaaa
abaabaaaaaaaaaa aaabbabaabaabaa
aaabbabaabaabaa ababaaaababbaaa
ababaaaababbaaa abaaaababbbbbba
abaaaababbbbbba abaabbbabbaabaa
abaabbbabbaabaa aabaabaaaaabbbb
aabaabaaaaabbbb aabababaabbbbab
aabababaabbbbab aaaabababaabbab
aaaabababaabbab aaaaabbbbbbaaba
aaaaabbbbbbaaba aaabababaaaabaa
aaabababaaaabaa aaabaabbbbbbabb
aaabaabbbbbbabb aaabbbabbababaa
aaabbbabbababaa ababbabbaabbbab
ababbabbaabbbab aaaabababababbb
aaaabababababbb abaababaabbbabb
abaababaabbbabb aabbaabababbbba
aabbaabababbbba aaaaaaabbbbabaa
aaaaaaabbbbabaa aabbaaaabbaaaba
aabbaaaabbaaaba aaaabaabbbbbbab
aaaabaabbbbbbab aabbaababbaaabb
aabbaababbaaabb aababbbaabbaaab
aababbbaabbaaab aaabbbbbbabaaaa
aaabbbbbbabaaaa aaababaabbbbbba
aaababaabbbbbba abaaabbabbaabab
abaaabbabbaabab aaaabaabaabaabb
aaaabaabaabaabb abaaaabbabbaabb
abaaaabbabbaabb aaabbabbabaaaaa
aaabbabbabaaaaa aababaaababbaaa
aababaaababbaaa ababababaaaabab
ababababaaaabab aaabaaabbbbbaaa
aaabaaabbbbbaaa abaabaaaaabbaba
abaabaaaaabbaba aaabaaaabaaaabb
aaabaaaabaaaabb abaaabaabababba
abaaabaabababba abaaaaabbbbbaba
abaaaaabbbbbaba ababaaaaabaaabb
ababaaaaabaaabb aababbbaaabbbab
aababbbaaabbbab aaaabbbabbbbbbb
aaaabbbabbbbbbb aaaaabbaabbbbaa
aaaaabbaabbbbaa abaaabbabbbaaab
abaaabbabbbaaab aababbababbbbaa
aababbababbbbaa ababbbaabaaaaab
ababbbaabaaaaab aabbbbbabbbbaab
aabbbbbabbbbaab abaabbaaabababb
abaabbaaabababb aabbaababaaaaab
aabbaababaaaaab aabaaabbbbaabab
aabaaabbbbaabab aaaabaaaaababab
aaaabaaaaababab aabbbbaaaabaabb
aabbbbaaaabaabb aabaabaabaaabba
aabaabaabaaabba aaaaaababbabaaa
aaaaaababbabaaa aaaabababaaabab
aaaabababaaabab abaabbbbbbaaaab
abaabbbbbbaaaab aaabbabaaabaabb
aaabbabaaabaabb aaabaabaabbbaab
aaabaabaabbbaab ababaaaabbbaaab
ababaaaabbbaaab aababbabbaabbaa
aababbabbaabbaa aabbabbbabaabab
aabbabbbabaabab aabababbbaaabab
aabababbbaaabab aaaababbbaabaab
aaaababbbaabaab ababababaaabaaa
ababababaaabaaa aaaaaabaabaaaba
aaaaaabaabaaaba aabbbbbbaabbbab
aabbbbbbaabbbab aaaaabbaabbaaba
aaaaabbaabbaaba aabbabbbbbbbaaa
aabbabbbbbbbaaa aabbaaaaabaabba
aabbaaaaabaabba ababaababbabbbb
ababaababbabbbb aabaababbabbbbb
aabaababbabbbbb aaabbaaababbbbb
aaabbaaababbbbb ababbaaababbabb
ababbaaababbabb aabababaaabbaab
aabababaaabbaab aaaaababbbbbbbb
aaaaababbbbbbbb aababbabbababab
aababbabbababab aabbbaabbbabaab
aabbbaabbbabaab abababbaaabbbbb
abababbaaabbbbb abaaababababbaa
abaaababababbaa aaabbbbbababaaa
aaabbbbbababaaa aaabbabbbbbabba
aaabbabbbbbabba abaaabbbbbabbaa
abaaabbbbbabbaa abaabbaabbbabaa
abaabbaabbbabaa ababbbaababbaba
ababbbaababbaba abaabbaababbbab
abaabbaababbbab aaabbaaaabababb
aaabbaaaabababb aaaaaabbaaabbaa
aaaaaabbaaabbaa aabaababaaaaabb
aabaababaaaaabb ababbaaaabaabaa
ababbaaaabaabaa aabbbbbabbaabaa
aabbbbbabbaabaa aaabaaaaabbbbaa
aaabaaaaabbbbaa abaaaaaaabaabba
abaaaaaaabaabba abaabbbabbaaabb
abaabbbabbaaabb abaaabbbaaababb
abaaabbbaaababb aaaaaabaaabaaab
aaaaaabaaabaaab abaababaaaabbbb
abaababaaaabbbb aabbababaaabaab
aabbababaaabaab aaaaaababbbbbaa
aaaaaababbbbbaa aaabbaabbabaaaa
aaabbaabbabaaaa ababbbaababbbba
ababbbaababbbba abaaaabbabaaaba
abaaaabbabaaaba aaababbaabaaaab
aaababbaabaaaab ababaaabbabbbaa
ababaaabbabbbaa abaabaaabbaaaab
abaabaaabbaaaab aaabaababaaaabb
aaabaababaaaabb aabbbabaaaaabba
aabbbabaaaaabba abaabbbaabbbbba
abaabbbaabbbbba aababaababaaaab
aababaababaaaab aababbaabbabbab
aababbaabbabbab aababbabbabbbba
aababbabbabbbba abababbbabaaaaa
abababbbabaaaaa aaabbbbbabbbbaa
aaabbbbbabbbbaa aabaabaaaaaaabb
aabaabaaaaaaabb abaaaaabaaabbaa
abaaaaabaaabbaa ababbbaaaaabbab
ababbbaaaaabbab aabaaaaabaababb
aabaaaaabaababb aababbbbabbaabb
aababbbbabbaabb abaaaaabbbababa
abaaaaabbbababa aabbaabbbbaabaa
aabbaabbbbaabaa aabbabaabbabbba
aabbabaabbabbba aabbabbbbbaabab
aabbabbbbbaabab aabbaabaabbbaba
aabbaabaabbbaba aabaabaaabaabba
aabaabaaabaabba abaaabaabbbbaba
abaaabaabbbbaba aaabbababaaabbb
aaabbababaaabbb aaababbbbbbbbaa
aaababbbbbbbbaa aaaababbaabbaaa
aaaababbaabbaaa ababbabbbbaabaa
ababbabbbbaabaa aababbbbbabbbab
aababbbbbabbbab aababbabaabbbbb
aababbabaabbbbb aababbaaaaabbbb
aababbaaaaabbbb aabbabbbaabaabb
aabbabbbaabaabb abababbabaaaaaa
abababbabaaaaaa aabbaabaaabbabb
aabbaabaaabbabb aabbbbbabbaabab
aabbbbbabbaabab aabbaaaaaaaaaab
aabbaaaaaaaaaab abaaaabbaaaaaab
abaaaabbaaaaaab aabaabaaaabaabb
aabaabaaaabaabb aaaaaaabbbbbbaa
aaaaaaabbbbbbaa abaabaabababaab
abaabaabababaab aaaabaababaabba
aaaabaababaabba aababbaababaabb
aababbaababaabb aabaabaabbbaaaa
aabaabaabbbaaaa aabbaaaaaabbaba
aabbaaaaaabbaba aaaababbbbaabab
aaaababbbbaabab abaabbababababb
abaabbababababb aabbabbaabaaabb
aabbabbaabaaabb abaababababbaaa
abaababababbaaa ababbabaabbabab
ababbabaabbabab aababbabbaababa
aababbabbaababa aaabaaaaabbabbb
aaabaaaaabbabbb abaaabbabbbbaab
abaaabbabbbbaab aaabbbbbabaabbb
aaabbbbbabaabbb aabaaaabbaabbaa
aabaaaabbaabbaa aaaaaabbaabbbba
aaaaaabbaabbbba aabaaababbbaaaa
aabaaababbbaaaa abaaabaaabbbbab
abaaabaaabbbbab aabaabaaaababaa
aabaabaaaababaa abaaabbaaabbbaa
abaaabbaaabbbaa aababbabbbabbbb
aababbabbbabbbb abababbaaaabbab
abababbaaaabbab aabbababbabbbbb
aabbababbabbbbb aabbaaababbbbba
aabbaaababbbbba aaaaababbbbbbba
aaaaababbbbbbba aaaaaaaaaababba
aaaaaaaaaababba aabaaaaabbbabba
aabaaaaabbbabba aababaaaabbbbab
aababaaaabbbbab ababbbaabaaabba
ababbbaabaaabba aaabababaabbbbb
aaabababaabbbbb aaabbbbabbabaaa
aaabbbbabbabaaa aabbaababaaabaa
aabbaababaaabaa aababaaabbabbba
aababaaabbabbba aaababbaabaaaba
aaababbaabaaaba ababaaaaaaaabaa
ababaaaaaaaabaa aaaabaabbbbaaaa
aaaabaabbbbaaaa aaabaababababba
aaabaababababba aaababbbabaaabb
aaababbbabaaabb aaababbbbbbabbb
aaababbbbbbabbb ababbaabbbbbbba
ababbaabbbbbbba ababbaaababbaba
ababbaaababbaba ababbaaababaabb
ababbaaababaabb aaaabbababbbbab
aaaabbababbbbab aaaabaabbabaaba
aaaabaabbabaaba abaaabaabbbbaaa
abaaabaabbbbaaa aabbbaaabaaabaa
aabbbaaabaaabaa aaabbbababaaaab
aaabbbababaaaab abaaabbabbababa
abaaabbabbababa aaabbbaabaaabab
aaabbbaabaaabab aabaabbbaabbbab
aabaabbbaabbbab aabababaaaababa
aabababaaaababa aaaaaaaaabbabbb
aaaaaaaaabbabbb aaabbabbabbbbab
aaabbabbabbbbab aabaabbaaaababb
aabaabbaaaababb aaaaabaaababaab
aaaaabaaababaab aabaabbbbbabbba
aabaabbbbbabbba aabbbbaabbbaaaa
aabbbbaabbbaaaa abaabbbabaaabaa
abaabbbabaaabaa abababaaaabbbbb
abababaaaabbbbb aaababbbbabaabb
aaababbbbabaabb aabbbaababbabaa
aabbbaababbabaa ababbabbbbababb
ababbabbbbababb aabaaabaababbaa
aabaaabaababbaa abaababbaabbabb
abaababbaabbabb aaaaaabbbabbbbb
aaaaaabbbabbbbb aabbaaabaabaaba
aabbaaabaabaaba ababbaaabaabaab
ababbaaabaabaab aaabbaabbababba
aaabbaabbababba aaabbabaaaabbbb
aaabbabaaaabbbb aabaabaabbaabab
aabaabaabbaabab ababbbabbababba
ababbbabbababba aaabababbbbbbaa
aaabababbbbbbaa aaabbababbbbaab
aaabbababbbbaab aababababbababb
aababababbababb aaaaabbabbabbbb
aaaaabbabbabbbb abaaaabaaababba
abaaaabaaababba aaabbbbabbaaaaa
aaabbbbabbaaaaa ababaaabaaababa
ababaaabaaababa aababbbbbaabbbb
aababbbbbaabbbb aaaaaaaaaababbb
aaaaaaaaaababbb aaabbbbaabababa
aaabbbbaabababa aabbaabbaaaabbb
aabbaabbaaaabbb aabbbbbaaabaaab
aabbbbbaaabaaab aabaabaababbaaa
aabaabaababbaaa aabaaaabbbbbaba
aabaaaabbbbbaba aabaaabaaaaaaab
aabaaabaaaaaaab aaababaaaaaaaaa
aaababaaaaaaaaa aaaabbbbbaaabab
aaaabbbbbaaabab ababbabbbbabaaa
ababbabbbbabaaa aabbbbbaabaabba
aabbbbbaabaabba aabbbbbaaaaaaba
aabbbbbaaaaaaba aaababaabaaaaaa
aaababaabaaaaaa ababaabababbbba
ababaabababbbba aababbaaabababa
aababbaaabababa aabbaabaabbaabb
aabbaabaabbaabb aaaaabababbbaab
aaaaabababbbaab abaababaaabaaaa
abaababaaabaaaa aaaaabaabababab
aaaaabaabababab abaabaababaabab
abaabaababaabab abaaabaabbabbab
abaaabaabbabbab abaabbbabbbbaaa
abaabbbabbbbaaa ababbbababaaabb
ababbbababaaabb abaaaabababaaaa
abaaaabababaaaa ababaabbaaababb
ababaabbaaababb abaaaabaaaaabab
abaaaabaaaaabab aabbbababaaaabb
aabbbababaaaabb aabbbabababbbbb
aabbbabababbbbb aabbabababababa
aabbabababababa aabaabbbbabbbab
aabaabbbbabbbab aaabbabbaaaabaa
aaabbabbaaaabaa aabaabaabbababb
aabaabaabbababb aaaabbaababaaba
aaaabbaababaaba abaabbaabbabbaa
abaabbaabbabbaa aabbaaaabaabbaa
aabbaaaabaabbaa aabaabbaaabaabb
aabaabbaaabaabb aaabaabbbbababa
aaabaabbbbababa abaababbaaabaab
abaababbaaabaab abaaaabbaabbaaa
abaaaabbaabbaaa aababbbaabbabaa
aababbbaabbabaa aaaabbaaabaaaba
aaaabbaaabaaaba aababbbbabbbbaa
aababbbbabbbbaa aabbbaaabbbaaaa
aabbbaaabbbaaaa abaabaababaaaba
abaabaababaaaba aabbaabbbaabaaa
aabbaabbbaabaaa abaaaaabaaaabbb
abaaaaabaaaabbb aaabaaaaababaaa
aaabaaaaababaaa ababbaabbabaabb
ababbaabbabaabb abaaababbababba
abaaababbababba ababbabbababaaa
ababbabbababaaa abaaababbabaaaa
abaaababbabaaaa aaabbbbabbbaabb
aaabbbbabbbaabb abaababaabababa
abaababaabababa aaabbbaaabbabba
aaabbbaaabbabba abaaaabbabbabba
abaaaabbabbabba aabaababbabbaaa
aabaababbabbaaa abaabaabaaaabba
abaabaabaaaabba abababaabaabbba
abababaabaabbba aababaaaaabbbab
aababaaaaabbbab aaaabaababbabaa
aaaabaababbabaa aabbbbabbbbbbaa
aabbbbabbbbbbaa aabaababbbbbaba
aabaababbbbbaba aaaaabbaabbaaaa
aaaaabbaabbaaaa aaabababaabbbaa
aaabababaabbbaa aabbabbbaabbbba
aabbabbbaabbbba aaaabbaaababbbb
aaaabbaaababbbb aaabaabbbabbaba
aaabaabbbabbaba aaabababbababab
aaabababbababab ababaabababbaab
ababaabababbaab aabaaaabaaabbaa
aabaaaabaaabbaa abaaaabbbbababa
abaaaabbbbababa abaaabbbbaabbaa
abaaabbbbaabbaa aaaabaabaaababa
aaaabaabaaababa aabbbaaaabbbbbb
aabbbaaaabbbbbb aababbbbaababab
aababbbbaababab aabbababbaabbbb
aabbababbaabbbb aaaabbbaabaabbb
aaaabbbaabaabbb aaaabbababaaaaa
aaaabbababaaaaa aabababbbbabbba
aabababbbbabbba aababbaabbaabab
aababbaabbaabab aabaabbaaababbb
aabaabbaaababbb aaaabbbaaabbaab
aaaabbbaaabbaab aaaabbbabbababb
aaaabbbabbababb aaaaabaaaaabbbb
aaaaabaaaaabbbb aaabbbbaabbbaba
aaabbbbaabbbaba aabbaaababbbbaa
aabbaaababbbbaa abaaaabababbbaa
abaaaabababbbaa aaaabbbaaabaaaa
aaaabbbaaabaaaa ababbabaaababba
ababbabaaababba aaaabbaaaaaaaaa
aaaabbaaaaaaaaa aaaababbabaaabb
aaaababbabaaabb aababaaaaaaabbb
aababaaaaaaabbb aaabbabbaaabbba
aaabbabbaaabbba aababbabbbaaabb
aababbabbbaaabb aabaababbbbaabb
aabaababbbbaabb aabbaabbbbbbabb
aabbaabbbbbbabb aabbbbaababaaab
aabbbbaababaaab aabbbbaabaaabba
aabbbbaabaaabba aaabbbbabbbabaa
aaabbbbabbbabaa aaabbaaabbabbba
aaabbaaabbabbba ababaaabaababaa
ababaaabaababaa abaabbbababbbbb
abaabbbababbbbb abaabbaabbbbbaa
abaabbaabbbbbaa abaababbabaabba
abaababbabaabba abaaabbabbbbbaa
abaaabbabbbbbaa aaabaaabaaaabba
aaabaaabaaaabba ababbbababbabba
ababbbababbabba aabbaaaabbaabaa
aabbaaaabbaabaa aabababbbaaabbb
aabababbbaaabbb aaaabbabbbabbaa
aaaabbabbbabbaa aaaabaaaaaaabab
aaaabaaaaaaabab aaabbabbbaaaaab
aaabbabbbaaaaab aabababaabbabba
aabababaabbabba abababaabbaabba
abababaabbaabba aabaabbaabbaaba
aabaabbaabbaaba aaabbbbabaabaaa
aaabbbbabaabaaa aaabaaaaabbbbab
aaabaaaaabbbbab aababbaabaaaaba
aababbaabaaaaba aaabaaaaaaabaab
aaabaaaaaaabaab aaabbabababbbab
aaabbabababbbab aabbbbbbbbabaaa
aabbbbbbbbabaaa ababaababbababb
ababaababbababb aaaaaabbbbbbbab
aaaaaabbbbbbbab abaabbbbbbaabba
abaabbbbbbaabba aaabbababbababb
aaabbababbababb aabbbbaabbbbabb
aabbbbaabbbbabb abaababbbaabbab
abaababbbaabbab aaabaaaaabaabbb
aaabaaaaabaabbb aaaaaabbbbaaaaa
aaaaaabbbbaaaaa aaaaabbaabaabba
aaaaabbaabaabba aaababbabbaaabb
aaababbabbaaabb abaaabbaaaababb
abaaabbaaaababb aaabaaabbbbaaaa
aaabaaabbbbaaaa aabbbabbbaabaab
aabbbabbbaabaab aababaabbabbaab
aababaabbabbaab aaaaabbababaaab
aaaaabbababaaab aababbabbbbaaaa
aababbabbbbaaaa aabbbabaaabaaaa
aabbbabaaabaaaa aabbabbbabbbaba
aabbabbbabbbaba abaabaabbbabbba
abaabaabbbabbba aaaaaaabbbbbbbb
aaaaaaabbbbbbbb ababbaabbbbaaaa
ababbaabbbbaaaa abaabbbabbbbaba
abaabbbabbbbaba aababaabbabbaaa
aababaabbabbaaa ababbaaabbabbab
ababbaaabbabbab ababaabbaaabbba
ababaabbaaabbba ababaababababba
ababaababababba aabbbbbbbbababa
aabbbbbbbbababa aabbaaaaaaaabab
aabbaaaaaaaabab ababbbabaabbaab
ababbbabaabbaab aabbbaabbbaabab
aabbbaabbbaabab aaaabbbbaaabbaa
aaaabbbbaaabbaa aaababaabbbabaa
aaababaabbbabaa ababaabaaaabaab
ababaabaaaabaab aabbbabbbaaaaaa
aabbbabbbaaaaaa aabaabaabbbbbbb
aabaabaabbbbbbb aaabbabbbbababb
aaabbabbbbababb ababaababaaabbb
